updateTime,Gear Position,Vehicle speed,Odometer,LV Battery SOC,Timestamp,Ambient Temperature,HV Battery SOC,Ignition Status,Remaining distance,Central lock status,Interior temperature,Front left tire pressure,Front right tire pressure,Rear left tire pressure,Rear right tire pressure,Front left tire temperature,Front right tire temperature,Rear left tire temperature,Rear right tire temperature,Time zone,Brake position,Accelerator pedal position,Rain sensor,Current ABS mode,Handbrake status,Parking duration,Number of passengers,Vehicle drvice mode,Media play event,CPD status,Remote Control status,Capp status,message
2023-06-01T00:04:14.27+07:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{""vincode"":""RLNV5JSE2PV007807"",""timestamp"":1685552654270,""topic"":""/server/RLNV5JSE2PV007807/push"",""content"":{""10350"":{""10"":{""1"":""Day Running Light""},""11"":{""1"":""Auto Headlight""},""14"":{""1"":""Front Dimming Dome Light""},""2"":{""1"":""Position Light""},""3"":{""1"":""Interior Light""},""4"":{""1"":""Low Beam Light""},""5"":{""1"":""Revert Light""},""6"":{""1"":""Turns Indicator Light""},""7"":{""1"":""High Beam Light""},""8"":{""1"":""Break Light""},""9"":{""1"":""Rear Fog Light""}},""10351"":{""1"":{""1"":""Ajar Front Right""},""2"":{""1"":""Ajar Front Left""},""3"":{""1"":""Ajar Rear Right""},""4"":{""1"":""Ajar Rear Left""},""5"":{""1"":""Bonnet""},""6"":{""1"":""Trunk""}},""34180"":{""1"":{""1"":""RLNV5JSE2PV007807"",""10"":"""",""11"":"""",""3"":""INVALID"",""7"":""2023"",""9"":""007807""}},""34181"":{""1"":{""1"":""SUV"",""2"":""A"",""3"":""BEV"",""4"":""PLUS"",""5"":""2023"",""6"":""VN"",""7"":""VF5""}},""34183"":{""1"":{""24"":""""}},""34184"":{""1"":{""1"":"""",""2"":"""",""3"":""""}},""34186"":{""1"":{""1"":""Front Left Tire Pressure Warning""},""14"":{""1"":""Doors Opening Warning"",""5"":""0""},""15"":{""1"":""Trunk Opening Warning"",""5"":""0""},""2"":{""1"":""Front Right Tire Pressure Warning""},""3"":{""1"":""Rear Left Tire Pressure Warning""},""4"":{""1"":""Rear Right Tire Pressure Warning""},""5"":{""1"":""Low - Fuel/Battery Warning""},""7"":{""1"":""Anti-Thief Dectection Alarm"",""5"":""0""},""8"":{""1"":""Speed Limit Warning"",""5"":""0""},""9"":{""1"":""Backup battery replacement"",""5"":""0""}},""34205"":{""1"":{""1"":""0""}},""34215"":{""1"":{""1"":""Ajar Front Right""},""2"":{""1"":""Ajar Front Left""},""3"":{""1"":""Ajar Rear Right""},""4"":{""1"":""Ajar Rear Left""}},""3492"":{""1"":{""13"":""0"",""14"":""5""}},""5"":{""1"":{""10"":""0"",""11"":"""",""12"":"""",""13"":"""",""14"":""0"",""15"":"""",""16"":"""",""17"":"""",""18"":"""",""19"":"""",""20"":""0"",""21"":"""",""22"":""Factory_Campaign"",""23"":"""",""24"":"""",""25"":""0"",""26"":""0"",""28"":""0"",""29"":""0"",""30"":""0.0.1"",""31"":""0"",""32"":"""",""33"":"""",""34"":"""",""8"":"""",""9"":""""}}},""trans_id"":""RLNV5JSE2PV007807_31May23_163129_372"",""version"":""1.2""}"
2023-06-01T00:04:14.293+07:00,3,0,10,,0,24,98,0,294,1,,,,,,,,,,,,,,,1,,,,,,0,0,"{""vincode"":""RLNV5JSE2PV007807"",""timestamp"":1685552654293,""topic"":""/server/RLNV5JSE2PV007807/push"",""content"":{""10350"":{""10"":{""1"":""Day Running Light"",""2"":""0""},""11"":{""1"":""Auto Headlight"",""2"":""2""},""14"":{""1"":""Front Dimming Dome Light"",""2"":""0""},""2"":{""1"":""Position Light"",""2"":""0""},""3"":{""1"":""Interior Light"",""2"":""0""},""4"":{""1"":""Low Beam Light"",""2"":""0""},""5"":{""1"":""Revert Light"",""2"":""0""},""6"":{""1"":""Turns Indicator Light"",""2"":""0""},""7"":{""1"":""High Beam Light"",""2"":""0""},""8"":{""1"":""Break Light"",""2"":""0""},""9"":{""1"":""Rear Fog Light"",""2"":""0""}},""10351"":{""1"":{""1"":""Ajar Front Right"",""50"":""0""},""2"":{""1"":""Ajar Front Left"",""50"":""0""},""3"":{""1"":""Ajar Rear Right"",""50"":""0""},""4"":{""1"":""Ajar Rear Left"",""50"":""0""},""5"":{""1"":""Bonnet"",""50"":""0""},""6"":{""1"":""Trunk"",""50"":""0""}},""34180"":{""1"":{""1"":""RLNV5JSE2PV007807"",""10"":"""",""11"":"""",""3"":""INVALID"",""7"":""2023"",""9"":""007807""}},""34181"":{""1"":{""1"":""SUV"",""2"":""A"",""3"":""BEV"",""4"":""PLUS"",""5"":""2023"",""6"":""VN"",""7"":""VF5""}},""34182"":{""1"":{""1"":""4"",""10"":""EEP73021201AB"",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""15"":"""",""16"":"""",""17"":"""",""18"":"""",""19"":"""",""2"":""MHU"",""20"":"""",""21"":"""",""22"":"""",""23"":"""",""3"":""01"",""4"":""02"",""5"":"""",""6"":"""",""7"":"""",""8"":"""",""9"":""SOW73320001AB""},""10"":{""1"":""0x03"",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""15"":"""",""16"":"""",""17"":"""",""18"":"""",""19"":"""",""2"":""IPC"",""20"":"""",""21"":"""",""22"":"""",""23"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""8"":"""",""9"":""""},""11"":{""1"":""0x2C"",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""15"":"""",""16"":"""",""17"":"""",""18"":"""",""19"":"""",""2"":""VCU"",""20"":"""",""21"":"""",""22"":"""",""23"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""8"":"""",""9"":""""},""12"":{""1"":""0x2D"",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""15"":"""",""16"":"""",""17"":"""",""18"":"""",""19"":"""",""2"":""OBC"",""20"":"""",""21"":"""",""22"":"""",""23"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""8"":"""",""9"":""""},""13"":{""1"":""0x26"",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""15"":"""",""16"":"""",""17"":"""",""18"":"""",""19"":"""",""2"":""DCDC"",""20"":"""",""21"":"""",""22"":"""",""23"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""8"":"""",""9"":""""},""15"":{""1"":""0x13"",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""15"":"""",""16"":"""",""17"":"""",""18"":"""",""19"":"""",""2"":""BMS"",""20"":"""",""21"":"""",""22"":"""",""23"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""8"":"""",""9"":""""},""16"":{""1"":""0"",""10"":""EEP73021201AB"",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""15"":"""",""16"":"""",""17"":"""",""18"":"""",""19"":"""",""2"":""TBOX"",""20"":"""",""21"":"""",""22"":"""",""23"":"""",""3"":""01"",""4"":""02"",""5"":"""",""6"":"""",""7"":"""",""8"":"""",""9"":""SOW73330001AB""},""17"":{""1"":""0x1B"",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""15"":"""",""16"":"""",""17"":"""",""18"":"""",""19"":"""",""2"":""EDS_F"",""20"":"""",""21"":"""",""22"":"""",""23"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""8"":"""",""9"":""""},""18"":{""1"":""0x31"",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""15"":"""",""16"":"""",""17"":"""",""18"":"""",""19"":"""",""2"":""EKS"",""20"":"""",""21"":"""",""22"":"""",""23"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""8"":"""",""9"":""""},""19"":{""1"":""0x7B"",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""15"":"""",""16"":"""",""17"":"""",""18"":"""",""19"":"""",""2"":""BPM"",""20"":"""",""21"":"""",""22"":"""",""23"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""8"":"""",""9"":""""},""2"":{""1"":""0x02"",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""15"":"""",""16"":"""",""17"":"""",""18"":"""",""19"":"""",""2"":""XGW"",""20"":"""",""21"":"""",""22"":"""",""23"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""8"":"""",""9"":""""},""3"":{""1"":""0x09"",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""15"":"""",""16"":"""",""17"":"""",""18"":"""",""19"":"""",""2"":""CCU"",""20"":"""",""21"":"""",""22"":"""",""23"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""8"":"""",""9"":""""},""4"":{""1"":""0x40"",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""15"":"""",""16"":"""",""17"":"""",""18"":"""",""19"":"""",""2"":""ADAS"",""20"":"""",""21"":"""",""22"":"""",""23"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""8"":"""",""9"":""""},""5"":{""1"":""0x01"",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""15"":"""",""16"":"""",""17"":"""",""18"":"""",""19"":"""",""2"":""BCM"",""20"":"""",""21"":"""",""22"":"""",""23"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""8"":"""",""9"":""""},""6"":{""1"":""0x08"",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""15"":"""",""16"":"""",""17"":"""",""18"":"""",""19"":"""",""2"":""ACM"",""20"":"""",""21"":"""",""22"":"""",""23"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""8"":"""",""9"":""""},""7"":{""1"":""0x0E"",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""15"":"""",""16"":"""",""17"":"""",""18"":"""",""19"":"""",""2"":""ETG"",""20"":"""",""21"":"""",""22"":"""",""23"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""8"":"""",""9"":""""},""8"":{""1"":""0x29"",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""15"":"""",""16"":"""",""17"":"""",""18"":"""",""19"":"""",""2"":""ESC"",""20"":"""",""21"":"""",""22"":"""",""23"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""8"":"""",""9"":""""},""9"":{""1"":""0x28"",""10"":"""",""11"":"""",""12"":"""",""13"":"""",""14"":"""",""15"":"""",""16"":"""",""17"":"""",""18"":"""",""19"":"""",""2"":""EPS"",""20"":"""",""21"":"""",""22"":"""",""23"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""8"":"""",""9"":""""}},""34183"":{""1"":{""1"":""3"",""10"":""0"",""11"":""294"",""14"":""1"",""2"":""0"",""24"":"""",""29"":""1"",""3"":""10.000000"",""35"":""0"",""36"":""0"",""6"":""0"",""7"":""24"",""9"":""98""}},""34184"":{""1"":{""1"":"""",""11"":""0"",""12"":""2"",""2"":"""",""25"":""0"",""3"":"""",""4"":""0"",""41"":""7"",""9"":""0""}},""34185"":{""1"":{""1"":""0"",""10"":""0"",""2"":""0"",""3"":""0"",""4"":""0"",""5"":""0"",""6"":""0"",""7"":""0"",""8"":""0"",""9"":""0""}},""34186"":{""1"":{""1"":""Front Left Tire Pressure Warning"",""2"":""1"",""4"":""1""},""14"":{""1"":""Doors Opening Warning"",""2"":""1"",""4"":""0"",""5"":""0""},""15"":{""1"":""Trunk Opening Warning"",""2"":""1"",""4"":""0"",""5"":""0""},""2"":{""1"":""Front Right Tire Pressure Warning"",""2"":""1"",""4"":""1""},""3"":{""1"":""Rear Left Tire Pressure Warning"",""2"":""1"",""4"":""1""},""4"":{""1"":""Rear Right Tire Pressure Warning"",""2"":""1"",""4"":""1""},""5"":{""1"":""Low - Fuel/Battery Warning"",""2"":""1"",""4"":""0""},""7"":{""1"":""Anti-Thief Dectection Alarm"",""2"":""1"",""4"":""0"",""5"":""0""},""8"":{""1"":""Speed Limit Warning"",""2"":""1"",""4"":""0"",""5"":""0""},""9"":{""1"":""Backup battery replacement"",""2"":""1"",""4"":""0"",""5"":""0""}},""34187"":{""1"":{""1"":""TRIP A"",""2"":""10.500000"",""3"":""12.000000"",""6"":""22.800000""},""2"":{""1"":""TRIP B"",""2"":""0"",""3"":""0"",""6"":""0.0""},""3"":{""1"":""CURRENT TRIP"",""2"":""0"",""3"":""0"",""6"":""0.0""}},""34193"":{""1"":{""10"":""1"",""12"":""0"",""19"":""100"",""2"":""0"",""21"":""23:00"",""22"":""05:00"",""23"":""1"",""24"":""07:00"",""25"":""0"",""26"":""1023"",""3"":""0"",""31"":""1"",""32"":""0"",""5"":""0"",""7"":""1023"",""8"":""0"",""9"":""100""}},""34196"":{""1"":{""1"":""1.2.79"",""2"":""2023-04-01,17:15"",""3"":""1.2"",""4"":""8.1.4.VN""}},""34199"":{""1"":{""16"":""0"",""17"":""0""}},""34200"":{""1"":{""1"":""1"",""10"":""0"",""11"":""0"",""12"":""0"",""13"":""0"",""14"":""0"",""15"":""0"",""16"":""0"",""17"":""0"",""18"":""0"",""19"":""0"",""2"":""1"",""20"":""0"",""21"":""0"",""22"":""0"",""225"":""0"",""23"":""0"",""239"":""0"",""24"":""0"",""240"":""0"",""26"":""0"",""27"":""0"",""28"":""0"",""29"":""0"",""3"":""0"",""31"":""0"",""33"":""0"",""35"":""0"",""36"":""0"",""37"":""0"",""38"":""0"",""4"":""0"",""41"":""0"",""42"":""0"",""43"":""0"",""50"":""0"",""52"":""0"",""54"":""0"",""56"":""0"",""58"":""0"",""6"":""0"",""60"":""0"",""62"":""0"",""63"":""0"",""64"":""0"",""66"":""0"",""67"":""0"",""68"":""0"",""7"":""0"",""70"":""0"",""71"":""0"",""72"":""0"",""73"":""0"",""74"":""0"",""75"":""0"",""76"":""0"",""77"":""0"",""78"":""0"",""79"":""0"",""8"":""0"",""80"":""0"",""81"":""0"",""82"":""0"",""9"":""0""}},""34204"":{""1"":{""1"":"""",""11"":"""",""2"":"""",""3"":"""",""4"":"""",""5"":"""",""6"":"""",""7"":"""",""8"":"""",""9"":""""}},""34205"":{""1"":{""1"":""0""}},""34206"":{""1"":{""1"":""0"",""3"":""""}},""34207"":{""1"":{""1"":""0"",""3"":""""}},""34210"":{""1"":{""2"":""100"",""3"":""0""}},""34213"":{""1"":{""3"":""1""},""2"":{""3"":""0""},""3"":{""3"":""0""},""4"":{""3"":""0""},""6"":{""3"":""0""}},""34214"":{""1"":{""3"":"""",""4"":"""",""5"":"""",""6"":""0""}},""34215"":{""1"":{""1"":""Ajar Front Right"",""2"":""1""},""2"":{""1"":""Ajar Front Left"",""2"":""1""},""3"":{""1"":""Ajar Rear Right"",""2"":""1""},""4"":{""1"":""Ajar Rear Left"",""2"":""1""}},""34220"":{""1"":{""1"":""100.000000""}},""34223"":{""1"":{""1"":""0"",""2"":""0"",""8"":""0""}},""34224"":{""1"":{""2"":""0"",""3"":""07:00"",""4"":""0"",""5"":""24.0"",""7"":""127""}},""34230"":{""1"":{""1"":""0"",""2"":""0"",""3"":""0"",""4"":""0"",""5"":""0"",""6"":""0""}},""34231"":{""1"":{""1"":"""",""2"":""PT09PT09PT09CjE2ODU1NDk5NTIKLS0tLS0KTWF5IDMxIDE2OjE5OjA3IG1kbTk2MDcgdXNlci53YXJuIGtlcm5lbDogWyA3MDIxLjY4Njc5MF0gZ2ljX3Nob3dfcmVzdW1lX2lycTogNTggdHJpZ2dlcmVkIHFjb20sc21zbS1tb2RlbQpNYXkgMzEgMTY6MTk6MDcgbWRtOTYwNyB1c2VyLndhcm4ga2VybmVsOiBbIDcwMjEuNjg2NzkwXSBnaWNfc2hvd19yZXN1bWVfaXJxOiAyMDAgdHJpZ2dlcmVkIHFjb20sc21kLXJwbQpNYXkgMzEgMTY6MTk6MDcgbWRtOTYwNyB1c2VyLmluZm8ga2VybmVsOiBbIDcwMjEuNjg2NzkwXSByZXN1bWUgY3ljbGVzOiAgICAgNzg2NDc4MjcxNzAyCk1heSAzMSAxNjoxOTowNyBtZG05NjA3IHVzZXIuaW5mbyBrZXJuZWw6IFsgNzAyMS42ODk1MDldIFBNOiBub2lycSByZXN1bWUgb2YgZGV2aWNlcyBjb21wbGV0ZSBhZnRlciAwLjg0OCBtc2VjcwpNYXkgMzEgMTY6MTk6MDcgbWRtOTYwNyB1c2VyLmluZm8ga2VybmVsOiBbIDcwMjEuNjkwNTQ4XSBQTTogZWFybHkgcmVzdW1lIG9mIGRldmljZXMgY29tcGxldGUgYWZ0ZXIgMC43NDkgbXNlY3MKCj09PT09PT09PQoxNjg1NTUwMjkwCi0tLS0tCk1heSAzMSAxNjoyNDo0NSBtZG05NjA3IHVzZXIud2FybiBrZXJuZWw6IFsgNzExMS42NzcwMDFdIGdpY19zaG93X3Jlc3VtZV9pcnE6IDU4IHRyaWdnZXJlZCBxY29tLHNtc20tbW9kZW0KTWF5IDMxIDE2OjI0OjQ1IG1kbTk2MDcgdXNlci53YXJuIGtlcm5lbDogWyA3MTExLjY3NzAwMV0gZ2ljX3Nob3dfcmVzdW1lX2lycTogMjAwIHRyaWdnZXJlZCBxY29tLHNtZC1ycG0KTWF5IDMxIDE2OjI0OjQ1IG1kbTk2MDcgdXNlci5pbmZvIGtlcm5lbDogWyA3MTExLjY3NzAwMV0gcmVzdW1lIGN5Y2xlczogICAgIDc5Mjk2NTczNDA0OApNYXkgMzEgMTY6MjQ6NDUgbWRtOTYwNyB1c2VyLmluZm8ga2VybmVsOiBbIDcxMTEuNjc5NzExXSBQTTogbm9pcnEgcmVzdW1lIG9mIGRldmljZXMgY29tcGxldGUgYWZ0ZXIgMC43NTIgbXNlY3MKTWF5IDMxIDE2OjI0OjQ1IG1kbTk2MDcgdXNlci5pbmZvIGtlcm5lbDogWyA3MTExLjY4MDg5N10gUE06IGVhcmx5IHJlc3VtZSBvZiBkZXZpY2VzIGNvbXBsZXRlIGFmdGVyIDAuNzA4IG1zZWNzCgo9PT09PT09PT0KMTY4NTU1MDQ4MAotLS0tLQpNYXkgMzEgMTY6Mjc6NTYgbWRtOTYwNyB1c2VyLndhcm4ga2VybmVsOiBbIDcyMDEuNjk2NzM2XSBnaWNfc2hvd19yZXN1bWVfaXJxOiA1OCB0cmlnZ2VyZWQgcWNvbSxzbXNtLW1vZGVtCk1heSAzMSAxNjoyNzo1NiBtZG05NjA3IHVzZXIud2FybiBrZXJuZWw6IFsgNzIwMS42OTY3MzZdIGdpY19zaG93X3Jlc3VtZV9pcnE6IDIwMCB0cmlnZ2VyZWQgcWNvbSxzbWQtcnBtCk1heSAzMSAxNjoyNzo1NiBtZG05NjA3IHVzZXIuaW5mbyBrZXJuZWw6IFsgNzIwMS42OTY3MzZdIHJlc3VtZSBjeWNsZXM6ICAgICA3OTY2MzAwMTkyNzAKTWF5IDMxIDE2OjI3OjU2IG1kbTk2MDcgdXNlci5pbmZvIGtlcm5lbDogWyA3MjAxLjY5OTI2N10gUE06IG5vaXJxIHJlc3VtZSBvZiBkZXZpY2VzIGNvbXBsZXRlIGFmdGVyIDAuNzcyIG1zZWNzCk1heSAzMSAxNjoyNzo1NiBtZG05NjA3IHVzZXIuaW5mbyBrZXJuZWw6IFsgNzIwMS43MDAzMzNdIFBNOiBlYXJseSByZXN1bWUgb2YgZGV2aWNlcyBjb21wbGV0ZSBhZnRlciAwLjc3OSBtc2VjcwoK"",""3"":""MTY4NTU1MDI5MQkoMjU1KQ==""}},""3492"":{""1"":{""1"":"""",""10"":""87201288"",""12"":""GSM"",""13"":""0"",""14"":""5"",""3"":"""",""4"":"""",""8"":""452"",""9"":""04""}},""5"":{""1"":{""10"":""0"",""11"":"""",""12"":"""",""13"":"""",""14"":""0"",""15"":"""",""16"":"""",""17"":"""",""18"":"""",""19"":"""",""20"":""0"",""21"":"""",""22"":""Factory_Campaign"",""23"":"""",""24"":"""",""25"":""0"",""26"":""0"",""28"":""0"",""29"":""0"",""30"":""0.0.1"",""31"":""0"",""32"":"""",""33"":"""",""34"":"""",""8"":"""",""9"":""""}},""6"":{""1"":{""0"":""20.842319"",""1"":""106.754280"",""10"":""1"",""11"":""0"",""2"":""""}}},""trans_id"":""RLNV5JSE2PV007807_31May23_163129_339"",""version"":""1.2""}"
